player_id,full_name,position,legend_score,source_tier
00-0033051,David Onyemata,DL,40.26,2
00-0031556,Nate Orchard,DL,30.43,2
00-0036902,Joseph Ossai,DL,26.9,2
00-0031592,David Parry,DL,29.68,2
00-0038096,Joshua Paschal,DL,26.0,2
00-0036479,Kwity Paye,DL,36.35,2
00-0034333,Daron Payne,DL,49.36,2
00-0024338,Domata Peko Sr.,DL,29.81,2
00-0036238,John Penisini,DL,31.38,2
00-0027686,Corey Peters,DL,39.44,2
00-0034782,Harrison Phillips,DL,32.6,2
00-0031557,Jordan Phillips,DL,46.62,2
00-0032116,Darius Philon,DL,19.81,2
00-0038937,Zacch Pickens,DL,33.69,2
00-0027952,Robert Quinn,DL,50.39,2
00-0032759,Sheldon Rankins,DL,33.17,2
00-0032424,DJ Reader,DL,32.15,2
00-0032387,Jarran Reed,DL,34.78,2
00-0031071,Caraun Reid,DL,19.86,2
00-0029256,Kendall Reyes,DL,42.22,2
00-0032402,Hassan Ridgeway,DL,27.21,2
00-0037283,John Ridgeway,DL,38.99,2
00-0038506,Jordon Riley,DL,42.56,2
00-0031615,Christian Ringo,DL,27.44,2
00-0033920,Derek Rivers,DL,35.28,2
00-0032889,A'Shawn Robinson,DL,30.81,2
00-0037082,Dominique Robinson,DL,32.28,2
00-0036878,Janarius Robinson,DL,32.28,2
00-0025489,Brian Robison,DL,25.93,2
00-0033588,Isaac Rochell,DL,25.19,2
00-0036914,Greg Rousseau,DL,36.62,2
00-0036311,Bravvion Roy,DL,35.47,2
00-0026330,Ahtyba Rubin,DL,29.08,2
00-0024306,Frostee Rucker,DL,24.83,2
00-0036867,Chris Rumph II,DL,13.0,2
00-0031948,Ryan Russell,DL,31.96,2
00-0036850,Cameron Sample,DL,27.78,2
00-0035656,Khalen Saunders,DL,32.88,2
00-0034363,Deadrin Senat,DL,28.5,2
00-0034397,Tim Settle,DL,28.96,2
00-0027975,Jabaal Sheard,DL,32.71,2
00-0032143,Danny Shelton,DL,39.01,2
00-0034760,Nathan Shepherd,DL,38.62,2
00-0030448,Kawann Short,DL,45.65,2
00-0034285,Zach Sieler,DL,40.17,2
00-0031620,Deon Simon,DL,38.14,2
00-0036642,Tedarrell Slaton,DL,40.89,2
00-0033963,Tanzel Smart,DL,14.68,2
00-0027945,Aldon Smith,DL,51.15,2
00-0038545,Mazi Smith,DL,44.28,2
00-0031935,Preston Smith,DL,34.35,2
00-0031576,Za'Darius Smith,DL,34.68,2
00-0036351,James Smith-Williams,DL,28.71,2
00-0033907,Dawuane Smoot,DL,30.94,2
00-0034774,Breeland Speaks,DL,32.64,2
00-0030402,Akeem Spence,DL,29.76,2
00-0032952,Noah Spence,DL,21.72,2
00-0031242,Shamar Stephen,DL,31.18,2
00-0033952,Grover Stewart,DL,40.93,2
00-0034320,Kentavius Street,DL,33.64,2
00-0027855,Ndamukong Suh,DL,64.08,2
00-0031048,Will Sutton,DL,19.54,2
00-0035647,Montez Sweat,DL,48.01,2
00-0036413,Darrell Taylor,DL,30.79,2
00-0027959,Phillip Taylor,DL,34.72,2
00-0033469,Vincent Taylor,DL,28.14,2
00-0037815,Cameron Thomas,DL,26.4,2
00-0034770,Chad Thomas,DL,36.86,2
00-0033870,Solomon Thomas,DL,38.19,2
00-0035674,Jerry Tillery,DL,39.58,2
00-0036883,Tommy Togiai,DL,29.49,2
00-0033546,Dalvin Tomlinson,DL,36.6,2
00-0036666,Shaka Toney,DL,16.15,2
00-0036909,Khyiris Tonga,DL,36.99,2
00-0036403,Casey Toohill,DL,23.15,2
00-0036967,Joe Tryon-Shoyinka,DL,32.43,2
00-0036881,Jay Tufele,DL,32.24,2
00-0036920,Marlon Tuipulotu,DL,31.49,2
00-0031412,Stephon Tuitt,DL,46.94,2
00-0034354,Kemoko Turay,DL,36.08,2
00-0039138,Kobie Turner,DL,31.65,2
00-0036926,Payton Turner,DL,37.39,2
00-0031177,Brent Urban,DL,43.76,2
00-0032396,Vincent Valentine,DL,25.33,2
00-0039112,Lukas Van Ness,DL,40.42,2
00-0033924,Eddie Vanderdoes,DL,35.25,2
00-0033782,DeMarcus Walker,DL,28.64,2
00-0037235,Travon Walker,DL,45.22,2
00-0031607,L.T. Walton,DL,30.18,2
00-0033037,Adolphus Washington,DL,25.13,2
00-0036081,Broderick Washington,DL,28.93,2
00-0033563,Carlos Watkins,DL,30.74,2
00-0034992,Armon Watts,DL,34.93,2
00-0032448,Stephen Weatherly,DL,28.44,2
00-0036938,Rashad Weaver,DL,19.69,2
00-0027968,Muhammad Wilkerson,DL,50.56,2
00-0030511,Brandon Williams,DL,39.14,2
00-0031933,Leonard Williams,DL,56.39,2
00-0036916,Milton Williams,DL,36.93,2
00-0030500,Nick Williams,DL,34.65,2
00-0035718,Quinnen Williams,DL,59.03,2
00-0037665,Sam Williams,DL,35.49,2
00-0030577,Sylvester Williams,DL,37.07,2
00-0033912,Jordan Willis,DL,32.17,2
00-0038541,Tyree Wilson,DL,33.53,2
00-0029303,Billy Winn,DL,29.6,2
00-0033947,Deatrich Wise,DL,28.74,2
00-0029586,Derek Wolfe,DL,41.04,2
00-0038387,Colby Wooden,DL,27.03,2
00-0027723,Al Woods,DL,37.94,2
00-0033913,Chris Wormley,DL,37.81,2
00-0029257,Jerel Worthy,DL,30.53,2
00-0037251,Alex Wright,DL,28.58,2
00-0037075,Devonte Wyatt,DL,39.97,2
00-0038978,Byron Young,DL,24.83,2
00-0036321,Chase Young,DL,47.94,2
00-0032435,Anthony Zettel,DL,28.44,2
00-0033102,Roberto Aguayo,K,21.36,2
00-0036162,Tyler Bass,K,4.55,2
00-0029421,Randy Bullock,K,13.64,2
00-0033303,Harrison Butker,K,7.27,2
00-0038402,Anders Carlson,K,11.14,2
00-0034161,Daniel Carlson,K,42.27,2
00-0025565,Nick Folk,K,33.18,2
00-0035269,Matt Gay,K,40.68,2
00-0033862,Zane Gonzalez,K,5.0,2
00-0024333,Stephen Gostkowski,K,77.95,2
00-0030098,Dustin Hopkins,K,12.05,2
00-0019646,Sebastian Janikowski,K,48.41,2
00-0036854,Evan McPherson,K,13.64,2
00-0038562,Jake Moody,K,21.82,2
00-0023482,Mike Nugent,K,19.55,2
00-0038567,Chad Ryland,K,18.18,2
00-0035145,Austin Seibert,K,9.77,2
00-0030390,Caleb Sturgis,K,10.91,2
00-0026968,Ryan Succop,K,7.5,2
00-0029576,Blair Walsh,K,53.41,2
00-0038097,Cade York,K,18.64,2
00-0029621,Greg Zuerlein,K,56.36,2
00-0000104,Troy Aikman,QB,14.2,2
00-0034857,Josh Allen,QB,47.08,2
00-0034577,Kyle Allen,QB,4.59,2
00-0023645,Derek Anderson,QB,35.2,2
00-0000722,Tony Banks,QB,11.64,2
00-0030533,Matt Barkley,QB,6.68,2
00-0000865,Charlie Batch,QB,8.17,2
00-0033936,C.J. Beathard,QB,6.69,2
00-0001218,Steve Beuerlein,QB,7.7,2
00-0001335,Jeff Blake,QB,5.61,2
00-0001361,Drew Bledsoe,QB,16.41,2
00-0022164,Kyle Boller,QB,11.14,2
00-0022026,Brooks Bollinger,QB,4.14,2
00-0031407,Blake Bortles,QB,14.57,2
00-0034177,Tim Boyle,QB,7.07,2
00-0027854,Sam Bradford,QB,13.93,2
00-0019596,Tom Brady,QB,75.6,2
00-0020531,Drew Brees,QB,75.48,2
00-0031237,Teddy Bridgewater,QB,35.51,2
00-0033119,Jacoby Brissett,QB,9.17,2
00-0001823,Aaron Brooks,QB,8.63,2
00-0002110,Mark Brunell,QB,5.61,2
00-0019599,Marc Bulger,QB,5.05,2
00-0036442,Joe Burrow,QB,43.66,2
00-0023460,Jason Campbell,QB,13.57,2
00-0020608,David Carr,QB,12.54,2
00-0031280,Derek Carr,QB,41.8,2
00-0020404,Quincy Carter,QB,8.51,2
00-0023662,Matt Cassel,QB,33.95,2
00-0002876,Chris Chandler,QB,10.17,2
00-0027659,Jimmy Clausen,QB,7.77,2
00-0024264,Kellen Clemens,QB,7.79,2
00-0003292,Kerry Collins,QB,15.71,2
00-0003315,Todd Collins,QB,11.16,2
00-0003535,Tim Couch,QB,14.2,2
00-0029604,Kirk Cousins,QB,38.73,2
00-0024300,Brodie Croyle,QB,6.07,2
00-0003739,Daunte Culpepper,QB,13.89,2
00-0003761,Randall Cunningham,QB,10.83,2
00-0024226,Jay Cutler,QB,38.57,2
00-0027973,Andy Dalton,QB,39.77,2
00-0026544,Chase Daniel,QB,3.47,2
00-0034869,Sam Darnold,QB,38.63,2
00-0004161,Jake Delhomme,QB,3.83,2
00-0004229,Koy Detmer,QB,3.99,2
00-0004293,Trent Dilfer,QB,14.4,2
00-0033949,Joshua Dobbs,QB,7.43,2
00-0022039,Ken Dorsey,QB,6.36,2
00-0032436,Jeff Driskel,QB,8.36,2
00-0025479,Trent Edwards,QB,9.63,2
00-0005106,Brett Favre,QB,9.6,2
00-0020305,A.J. Feeley,QB,6.86,2
00-0005180,Jay Fiedler,QB,4.52,2
00-0036945,Justin Fields,QB,12.46,2
00-0023682,Ryan Fitzpatrick,QB,4.46,2
00-0026158,Joe Flacco,QB,14.27,2
00-0005363,Doug Flutie,QB,2.98,2
00-0026349,Matt Flynn,QB,5.1,2
00-0029567,Nick Foles,QB,37.7,2
00-0026993,Josh Freeman,QB,14.07,2
00-0005589,Gus Frerotte,QB,7.47,2
00-0023502,Charlie Frye,QB,9.68,2
00-0027948,Blaine Gabbert,QB,14.93,2
00-0005741,Rich Gannon,QB,7.59,2
00-0005755,Jeff Garcia,QB,2.85,2
00-0031345,Jimmy Garoppolo,QB,7.4,2
00-0021231,David Garrard,QB,33.2,2
00-0005885,Jeff George,QB,13.76,2
00-0030520,Mike Glennon,QB,11.25,2
00-0033106,Jared Goff,QB,45.52,2
00-0024408,Bruce Gradkowski,QB,4.9,2
00-0006212,Kent Graham,QB,10.23,2
00-0006300,Elvis Grbac,QB,9.33,2
00-0006355,Trent Green,QB,5.37,2
00-0006423,Brian Griese,QB,7.98,2
00-0029665,Robert Griffin III,QB,30.73,2
00-0022121,Rex Grossman,QB,8.21,2
00-0006808,Jim Harbaugh,QB,10.23,2
00-0021141,Joey Harrington,QB,12.0,2
00-0035232,Dwayne Haskins,QB,11.74,2
00-0007091,Matt Hasselbeck,QB,39.82,2
00-0031800,Taylor Heinicke,QB,2.97,2
00-0026197,Chad Henne,QB,9.01,2
00-0036355,Justin Herbert,QB,42.48,2
00-0020679,Shaun Hill,QB,5.82,2
00-0007576,Kelly Holcomb,QB,3.98,2
00-0037077,Sam Howell,QB,6.07,2
00-0026625,Brian Hoyer,QB,2.68,2
00-0007835,Damon Huard,QB,5.09,2
00-0031589,Brett Hundley,QB,7.78,2
00-0035993,Tyler Huntley,QB,2.82,2
00-0036389,Jalen Hurts,QB,38.06,2
00-0034796,Lamar Jackson,QB,75.23,2
00-0024279,Tarvaris Jackson,QB,8.45,2
00-0019087,Doug Johnson,QB,2.9,2
00-0008442,Brad Johnson,QB,9.06,2
00-0026300,Josh Johnson,QB,4.92,2
00-0008612,Rob Johnson,QB,8.47,2
00-0035710,Daniel Jones,QB,14.43,2
00-0030524,Landry Jones,QB,7.63,2
00-0036972,Mac Jones,QB,37.73,2
00-0027974,Colin Kaepernick,QB,12.08,2
00-0028986,Case Keenum,QB,3.26,2
00-0033104,Cody Kessler,QB,5.34,2
00-0009266,Shaun King,QB,8.65,2
00-0009311,Jon Kitna,QB,4.2,2
00-0033899,DeShone Kizer,QB,10.87,2
00-0025423,Kevin Kolb,QB,9.22,2
00-0036971,Trevor Lawrence,QB,42.58,2
00-0022177,Byron Leftwich,QB,14.63,2
00-0024225,Matt Leinart,QB,13.31,2
00-0035704,Drew Lock,QB,11.41,2
00-0027946,Jake Locker,QB,12.49,2
00-0022912,J.P. Losman,QB,9.4,2
00-0036264,Jordan Love,QB,11.28,2
00-0010137,Ray Lucas,QB,4.8,2
00-0029668,Andrew Luck,QB,47.47,2
00-0010261,Tommy Maddox,QB,11.74,2
00-0033873,Patrick Mahomes,QB,78.39,2
00-0028012,Ryan Mallett,QB,11.45,2
00-0022803,Eli Manning,QB,46.4,2
00-0010346,Peyton Manning,QB,95.51,2
00-0030526,EJ Manuel,QB,13.34,2
00-0032268,Marcus Mariota,QB,14.35,2
00-0010455,Jamie Martin,QB,3.5,2
00-0010560,Shane Matthews,QB,4.42,2
00-0034855,Baker Mayfield,QB,40.16,2
00-0031288,AJ McCarron,QB,5.83,2
00-0021206,Josh McCown,QB,9.73,2
00-0022864,Luke McCown,QB,8.53,2
00-0027688,Colt McCoy,QB,5.94,2
00-0020308,Mike McMahon,QB,6.0,2
00-0011022,Donovan McNabb,QB,12.92,2
00-0011024,Steve McNair,QB,12.18,2
00-0011044,Cade McNown,QB,9.25,2
00-0011276,Jim Miller,QB,4.52,2
00-0036898,Davis Mills,QB,9.9,2
00-0035289,Gardner Minshew,QB,30.94,2
00-0011378,Rick Mirer,QB,12.25,2
00-0025708,Matt Moore,QB,5.15,2
00-0033319,Nick Mullens,QB,2.97,2
00-0035228,Kyler Murray,QB,40.43,2
00-0027939,Cam Newton,QB,81.47,2
00-0012261,Neil O'Donnell,QB,9.7,2
00-0021296,J.T. O'Sullivan,QB,5.68,2
00-0023578,Dan Orlovsky,QB,8.03,2
00-0023541,Kyle Orton,QB,8.15,2
00-0029682,Brock Osweiler,QB,12.82,2
00-0021429,Carson Palmer,QB,47.35,2
00-0012726,Doug Pederson,QB,5.39,2
00-0012732,Rodney Peete,QB,6.3,2
00-0019559,Chad Pennington,QB,10.87,2
00-0038102,Kenny Pickett,QB,10.74,2
00-0013042,Jake Plummer,QB,8.49,2
00-0027950,Christian Ponder,QB,11.12,2
00-0033077,Dak Prescott,QB,38.73,2
00-0037834,Brock Purdy,QB,29.93,2
00-0025409,Brady Quinn,QB,11.43,2
00-0021379,Patrick Ramsey,QB,8.3,2
00-0019623,Tim Rattay,QB,2.65,2
00-0019709,Chris Redman,QB,7.71,2
00-0038122,Desmond Ridder,QB,9.91,2
00-0022942,Philip Rivers,QB,47.87,2
00-0023459,Aaron Rodgers,QB,78.69,2
00-0022924,Ben Roethlisberger,QB,48.14,2
00-0021678,Tony Romo,QB,3.56,2
00-0034343,Josh Rosen,QB,11.4,2
00-0020480,Sage Rosenfels,QB,8.7,2
00-0034771,Mason Rudolph,QB,10.88,2
00-0033662,Cooper Rush,QB,4.34,2
00-0025388,JaMarcus Russell,QB,16.38,2
00-0026143,Matt Ryan,QB,78.43,2
00-0026898,Mark Sanchez,QB,11.0,2
00-0022787,Matt Schaub,QB,40.91,2
00-0032156,Trevor Siemian,QB,5.75,2
00-0022005,Chris Simms,QB,9.18,2
00-0027754,John Skelton,QB,10.18,2
00-0023436,Alex Smith,QB,36.79,2
00-0030565,Geno Smith,QB,40.21,2
00-0015082,Akili Smith,QB,12.51,2
00-0025561,Troy Smith,QB,4.66,2
00-0026498,Matthew Stafford,QB,41.9,2
00-0025430,Drew Stanton,QB,9.99,2
00-0015700,Kordell Stewart,QB,7.66,2
00-0036212,Tua Tagovailoa,QB,37.69,2
00-0029701,Ryan Tannehill,QB,39.48,2
00-0028118,Tyrod Taylor,QB,31.96,2
00-0027876,Tim Tebow,QB,11.42,2
00-0016193,Vinny Testaverde,QB,16.23,2
00-0025604,Tyler Thigpen,QB,4.24,2
00-0033869,Mitchell Trubisky,QB,38.42,2
00-0016838,Alex Van Pelt,QB,4.51,2
00-0020245,Mike Vick,QB,11.09,2
00-0019041,Billy Volek,QB,3.76,2
00-0033275,PJ Walker,QB,2.75,2
00-0022055,Seneca Wallace,QB,5.3,2
00-0017200,Kurt Warner,QB,3.76,2
00-0033537,Deshaun Watson,QB,42.79,2
00-0027796,Joe Webb,QB,8.36,2
00-0029677,Brandon Weeden,QB,10.55,2
00-0020434,Chris Weinke,QB,8.34,2
00-0032950,Carson Wentz,QB,42.28,2
00-0024296,Charlie Whitehurst,QB,11.03,2
00-0029263,Russell Wilson,QB,40.76,2
00-0037013,Zach Wilson,QB,11.43,2
00-0031503,Jameis Winston,QB,40.38,2
00-0018272,Anthony Wright,QB,3.07,2
00-0028090,T.J. Yates,QB,6.69,2
00-0039150,Bryce Young,QB,10.49,2
00-0024218,Vince Young,QB,45.67,2
00-0034364,Jordan Akins,TE,24.99,2
00-0000166,Stephen Alexander,TE,29.93,2
00-0033217,Mo Alie-Cox,TE,33.09,2
00-0029689,Dwayne Allen,TE,26.68,2
00-0000242,John Allred,TE,29.38,2
00-0022704,Courtney Anderson,TE,34.4,2
00-0032725,Stephen Anderson,TE,10.7,2
00-0034753,Mark Andrews,TE,60.53,2
00-0034011,Dan Arnold,TE,24.78,2
00-0023679,Billy Bajema,TE,23.15,2
00-0021213,Chris Baker,TE,25.31,2
00-0027259,Jake Ballard,TE,39.27,2
00-0026281,Gary Barnidge,TE,47.66,2
00-0036628,John Bates,TE,40.24,2
00-0000883,Marco Battaglia,TE,26.55,2
00-0000911,Fred Baxter,TE,31.53,2
00-0019457,Anthony Becht,TE,46.55,2
00-0027070,Travis Beckum,TE,18.71,2
00-0032062,Blake Bell,TE,32.78,2
00-0038115,Daniel Bellinger,TE,38.49,2
00-0026201,Martellus Bennett,TE,60.44,2
00-0023217,Adam Bergen,TE,23.25,2
00-0001281,Eric Bjornson,TE,23.03,2
00-0025540,Kevin Boss,TE,33.0,2
00-0029601,Brandon Bostick,TE,15.18,2
00-0031598,Nick Boyle,TE,22.68,2
00-0001661,Kyle Brady,TE,52.81,2
00-0031273,Cameron Brate,TE,22.05,2
00-0001766,Jeremy Brigham,TE,38.75,2
00-0001862,Luther Broughton,TE,18.04,2
00-0032098,Daniel Brown,TE,23.12,2
00-0033439,Pharaoh Brown,TE,29.72,2
00-0002102,Mark Bruener,TE,33.98,2
00-0036232,Harrison Bryant,TE,25.67,2
00-0030710,Trey Burton,TE,9.36,2
00-0028040,Jordan Cameron,TE,53.41,2
00-0002565,Dan Campbell,TE,41.14,2
00-0002586,Mark Campbell,TE,34.67,2
00-0026178,John Carlson,TE,28.65,2
00-0029119,Derek Carrier,TE,11.77,2
00-0027109,James Casey,TE,14.57,2
00-0025549,Brent Celek,TE,26.48,2
00-0028903,Garrett Celek,TE,25.93,2
00-0002861,Byron Chamberlain,TE,23.84,2
00-0025516,Scott Chandler,TE,39.53,2
00-0029414,Orson Charles,TE,23.57,2
00-0022165,Dallas Clark,TE,55.78,2
00-0003035,Desmond Clark,TE,18.92,2
00-0003039,Greg Clark,TE,31.34,2
00-0028112,Charles Clay,TE,15.47,2
00-0003103,Cameron Cleeland,TE,33.64,2
00-0003142,Ben Coates,TE,28.78,2
00-0024607,Daniel Coats,TE,15.48,2
00-0034270,Tyler Conklin,TE,14.02,2
00-0003400,Ernie Conwell,TE,27.2,2
00-0027061,Jared Cook,TE,47.95,2
00-0022738,Chris Cooley,TE,29.62,2
00-0026878,Tom Crabtree,TE,16.77,2
00-0003681,Howard Cross,TE,38.41,2
00-0032745,Alan Cross,TE,9.65,2
00-0020285,Alge Crumpler,TE,31.89,2
00-0027321,Jeff Cumberland,TE,24.44,2
00-0033258,Darrell Daniels,TE,19.53,2
00-0024313,Owen Daniels,TE,33.54,2
00-0026188,Fred Davis,TE,26.52,2
00-0004004,John Davis,TE,26.32,2
00-0026298,Kellen Davis,TE,44.43,2
00-0004063,Tyrone Davis,TE,32.06,2
00-0024221,Vernon Davis,TE,43.04,2
00-0033080,Seth DeValve,TE,18.88,2
00-0036332,Josiah Deguara,TE,15.78,2
00-0031609,A.J. Derby,TE,24.26,2
00-0027675,Ed Dickson,TE,28.18,2
00-0004294,Ken Dilger,TE,35.21,2
00-0020550,Darnell Dinkins,TE,24.44,2
00-0034159,Will Dissly,TE,27.16,2
00-0028838,Larry Donnell,TE,36.8,2
00-0030181,Jack Doyle,TE,36.12,2
00-0027825,Jim Dray,TE,24.39,2
00-0004524,Troy Drayton,TE,33.96,2
00-0023630,Joel Dreessen,TE,17.06,2
00-0004574,Rickey Dudley,TE,45.48,2
00-0022746,Jeff Dugan,TE,19.53,2
00-0004637,Jason Dunn,TE,49.87,2
00-0034073,Ross Dwelley,TE,20.39,2
00-0031387,Eric Ebron,TE,47.49,2
00-0030549,Tyler Eifert,TE,56.09,2
00-0029587,Rhett Ellison,TE,29.2,2
00-0033881,Evan Engram,TE,39.8,2
00-0030061,Zach Ertz,TE,46.8,2
00-0030544,Gavin Escobar,TE,39.82,2
00-0023784,Greg Estandia,TE,41.87,2
00-0033895,Gerald Everett,TE,27.19,2
00-0035644,Noah Fant,TE,32.4,2
00-0036887,Luke Farrell,TE,24.99,2
00-0024268,Anthony Fasano,TE,31.42,2
00-0005101,Christian Fauria,TE,30.61,2
00-0029883,Joseph Fauria,TE,35.53,2
00-0023752,Daniel Fells,TE,17.37,2
00-0029738,Darren Fells,TE,42.78,2
00-0038041,Jake Ferguson,TE,38.41,2
00-0031302,C.J. Fiedorowicz,TE,37.77,2
00-0026231,Jermichael Finley,TE,26.18,2
00-0033455,Anthony Firkser,TE,12.51,2
00-0021525,Casey Fitzsimmons,TE,24.44,2
00-0029697,Coby Fleener,TE,43.27,2
00-0019290,Zeron Flemister,TE,15.79,2
00-0021317,Bryan Fletcher,TE,23.2,2
00-0029432,Chase Ford,TE,36.8,2
00-0022484,J.P. Foschi,TE,15.39,2
00-0019644,Bubba Franks,TE,43.82,2
00-0036894,Pat Freiermuth,TE,39.6,2
00-0022706,Michael Gaines,TE,17.95,2
00-0021547,Antonio Gates,TE,22.01,2
00-0035222,Zach Gentry,TE,39.69,2
00-0034829,Mike Gesicki,TE,38.58,2
00-0030992,Crockett Gillmore,TE,39.39,2
00-0021304,John Gilmore,TE,32.4,2
00-0006047,Andrew Glover,TE,33.25,2
00-0034351,Dallas Goedert,TE,39.47,2
00-0006101,Tony Gonzalez,TE,71.19,2
00-0006133,Hunter Goodwin,TE,42.03,2
00-0021154,Daniel Graham,TE,31.15,2
00-0027718,Garrett Graham,TE,16.88,2
00-0027696,Jimmy Graham,TE,78.1,2
00-0036876,Kylen Granson,TE,19.01,2
00-0029878,MarQueis Gray,TE,22.74,2
00-0036637,Noah Gray,TE,16.28,2
00-0029275,Ladarius Green,TE,34.32,2
00-0028142,Virgil Green,TE,30.78,2
00-0027873,Jermaine Gresham,TE,54.82,2
00-0030108,Ryan Griffin,TE,32.24,2
00-0031035,Xavier Grimble,TE,21.71,2
00-0027656,Rob Gronkowski,TE,75.57,2
00-0006666,Lamont Hall,TE,24.44,2
00-0029634,James Hanna,TE,29.42,2
00-0021282,Ryan Hannam,TE,18.76,2
00-0006804,Patrick Hape,TE,31.89,2
00-0027725,Clay Harbor,TE,17.47,2
00-0006848,Terry Hardy,TE,35.38,2
00-0028958,Cory Harkey,TE,16.73,2
00-0030155,Demetrius Harris,TE,28.12,2
00-0006949,Jackie Harris,TE,26.95,2
00-0035624,N'Keal Harry,TE,27.16,2
00-0022847,Ben Hartsock,TE,31.12,2
00-0026026,Joey Haynos,TE,36.16,2
00-0020516,Todd Heap,TE,49.96,2
00-0007213,Steve Heiden,TE,43.22,2
00-0021756,Will Heller,TE,39.27,2
00-0037569,Peyton Hendershot,TE,16.6,2
00-0033090,Hunter Henry,TE,31.12,2
00-0027713,Aaron Hernandez,TE,17.27,2
00-0034766,Chris Herndon,TE,29.08,2
00-0032227,Jeff Heuerman,TE,30.48,2
00-0030780,Ryan Hewitt,TE,15.66,2
00-0037304,Connor Heyward,TE,9.25,2
00-0033110,Tyler Higbee,TE,35.47,2
00-0030216,Josh Hill,TE,24.27,2
00-0033357,Taysom Hill,TE,9.53,2
00-0035229,T.J. Hockenson,TE,48.12,2
00-0033387,Jacob Hollister,TE,16.77,2
00-0027732,Michael Hoomanawanui,TE,28.61,2
00-0032392,Austin Hooper,TE,41.86,2
00-0028007,Rob Housler,TE,34.79,2
00-0033879,O.J. Howard,TE,44.2,2
00-0034613,Tanner Hudson,TE,21.5,2
00-0034830,Hayden Hurst,TE,27.46,2
00-0020617,Nate Jackson,TE,11.3,2
00-0032135,Jesse James,TE,37.87,2
00-0033658,Blake Jarwin,TE,24.27,2
00-0026957,David Johnson,TE,18.64,2
00-0020455,Eric Johnson,TE,19.3,2
00-0036040,Juwan Johnson,TE,14.94,2
00-0022051,Teyo Johnson,TE,44.08,2
00-0021183,Doug Jolley,TE,28.95,2
00-0008723,Damon Jones,TE,39.94,2
00-0008749,Freddie Jones,TE,37.77,2
00-0021268,Terry Jones,TE,20.8,2
00-0008903,Andrew Jordan,TE,40.37,2
00-0036556,Brevin Jordan,TE,16.96,2
00-0030506,Travis Kelce,TE,62.91,2
00-0026170,Dustin Keller,TE,29.5,2
00-0009119,Reggie Kelly,TE,34.96,2
00-0027985,Lance Kendricks,TE,24.55,2
00-0038933,Dalton Kincaid,TE,24.38,2
00-0024369,Jeff King,TE,19.86,2
00-0019659,Erron Kinney,TE,37.26,2
00-0033288,George Kittle,TE,54.6,2
00-0009323,Jimmy Kleinsasser,TE,25.07,2
00-0024261,Joe Klopfenstein,TE,41.18,2
00-0036290,Cole Kmet,TE,42.41,2
00-0035689,Dawson Knox,TE,43.52,2
00-0032139,Ben Koyack,TE,27.12,2
00-0009443,Brian Kozlowski,TE,22.76,2
00-0032214,Tyler Kroft,TE,36.15,2
00-0031744,Matt LaCosse,TE,32.24,2
00-0009550,David LaFleur,TE,55.0,2
00-0039065,Sam LaPorta,TE,38.35,2
00-0021929,Donald Lee,TE,17.49,2
00-0009842,Chad Lewis,TE,30.88,2
00-0024243,Marcedes Lewis,TE,58.57,2
00-0037838,Isaiah Likely,TE,22.64,2
00-0010146,Mike Lucky,TE,42.37,2
00-0019464,Dustin Lyman,TE,33.3,2
00-0010333,Kris Mangum,TE,23.54,2
00-0031484,Chris Manhertz,TE,25.34,2
00-0020342,Brandon Manumaleuna,TE,23.37,2
00-0020332,David Martin,TE,25.8,2
00-0031299,Jordan Matthews,TE,23.05,2
00-0037744,Trey McBride,TE,41.35,2
00-0027783,Anthony McCoy,TE,30.48,2
00-0030470,Vance McDonald,TE,35.68,2
00-0010859,Tony McGee,TE,28.14,2
00-0029391,Sean McGrath,TE,29.51,2
00-0022724,Sean McHugh,TE,27.59,2
00-0021236,Randy McMichael,TE,15.09,2
00-0011068,Johnny McWilliams,TE,38.71,2
00-0020476,Shad Meier,TE,24.73,2
00-0011224,Itula Mili,TE,28.65,2
00-0011236,Billy Miller,TE,19.9,2
00-0023465,Heath Miller,TE,50.09,2
00-0027125,Zach Miller,TE,26.01,2
00-0025425,Zach Miller,TE,45.99,2
00-0011425,Pete Mitchell,TE,18.25,2
00-0011439,Tywan Mitchell,TE,24.27,2
00-0027695,Tony Moeaki,TE,22.88,2
00-0011551,Dave Moore,TE,17.57,2
00-0026123,Evan Moore,TE,25.72,2
00-0034981,Foster Moreau,TE,23.2,2
00-0026008,Matthew Mulligan,TE,27.81,2
00-0033246,Johnny Mundt,TE,16.51,2
00-0027135,Brandon Myers,TE,22.88,2
00-0031044,Troy Niklas,TE,43.44,2
00-0033885,David Njoku,TE,41.9,2
00-0032117,Nick O'Leary,TE,13.51,2
00-0031951,James O'Shaughnessy,TE,21.11,2
00-0037809,Chig Okonkwo,TE,17.77,2
00-0036423,Albert Okwuegbunam,TE,37.0,2
00-0035249,Josh Oliver,TE,37.94,2
00-0025418,Greg Olsen,TE,54.69,2
00-0038129,Cade Otton,TE,30.82,2
00-0021255,John Owens,TE,19.9,2
00-0027202,Michael Palmer,TE,25.93,2
00-0035329,Donald Parham,TE,29.51,2
00-0036244,Colby Parkinson,TE,41.88,2
00-0026931,Bear Pascoe,TE,28.99,2
00-0025602,Ben Patrick,TE,22.12,2
00-0028093,Niles Paul,TE,16.93,2
00-0027215,Logan Paulsen,TE,33.43,2
